Year,Region,Product_Category,Actual_Units_Sold (2015-2024),Forecast_Units_Sold (2025-2035),ASP (Avg_Selling_Price)
2025,Global,Blender / mixer–grinder – Countertop blender,,55.286,65.83
2026,Global,Blender / mixer–grinder – Countertop blender,,56.337,67.14
2027,Global,Blender / mixer–grinder – Countertop blender,,57.407,68.49
2028,Global,Blender / mixer–grinder – Countertop blender,,58.498,69.85
2029,Global,Blender / mixer–grinder – Countertop blender,,59.609,71.25
2030,Global,Blender / mixer–grinder – Countertop blender,,60.742,72.68
2031,Global,Blender / mixer–grinder – Countertop blender,,61.896,74.13
2032,Global,Blender / mixer–grinder – Countertop blender,,63.072,75.61
2033,Global,Blender / mixer–grinder – Countertop blender,,64.271,77.13
2034,Global,Blender / mixer–grinder – Countertop blender,,65.492,78.67
2035,Global,Blender / mixer–grinder – Countertop blender,,66.736,80.24
2015,Global,Blender / mixer–grinder – Immersion (hand) blender,27.0,,48.0
2016,Global,Blender / mixer–grinder – Immersion (hand) blender,27.513,,48.96
2017,Global,Blender / mixer–grinder – Immersion (hand) blender,28.036,,49.94
2018,Global,Blender / mixer–grinder – Immersion (hand) blender,28.568,,50.94
2019,Global,Blender / mixer–grinder – Immersion (hand) blender,29.111,,51.96
2020,Global,Blender / mixer–grinder – Immersion (hand) blender,29.664,,53.0
2021,Global,Blender / mixer–grinder – Immersion (hand) blender,30.228,,54.06
2022,Global,Blender / mixer–grinder – Immersion (hand) blender,30.802,,55.14
2023,Global,Blender / mixer–grinder – Immersion (hand) blender,31.388,,56.24
2024,Global,Blender / mixer–grinder – Immersion (hand) blender,31.984,,57.36
2025,Global,Blender / mixer–grinder – Immersion (hand) blender,,32.528,58.51
2026,Global,Blender / mixer–grinder – Immersion (hand) blender,,33.081,59.68
2027,Global,Blender / mixer–grinder – Immersion (hand) blender,,33.643,60.88
2028,Global,Blender / mixer–grinder – Immersion (hand) blender,,34.215,62.09
2029,Global,Blender / mixer–grinder – Immersion (hand) blender,,34.797,63.33
2030,Global,Blender / mixer–grinder – Immersion (hand) blender,,35.388,64.6
2031,Global,Blender / mixer–grinder – Immersion (hand) blender,,35.99,65.89
2032,Global,Blender / mixer–grinder – Immersion (hand) blender,,36.602,67.21
2033,Global,Blender / mixer–grinder – Immersion (hand) blender,,37.224,68.56
2034,Global,Blender / mixer–grinder – Immersion (hand) blender,,37.857,69.93
2035,Global,Blender / mixer–grinder – Immersion (hand) blender,,38.5,71.33
2015,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,18.0,,84.0
2016,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,18.396,,85.68
2017,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,18.801,,87.39
2018,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,19.214,,89.14
2019,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,19.637,,90.92
2020,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,20.069,,92.74
2021,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,20.511,,94.6
2022,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,20.962,,96.49
2023,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,21.423,,98.42
2024,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,21.894,,100.39
2025,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,22.332,102.4
2026,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,22.779,104.44
2027,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,23.234,106.53
2028,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,23.699,108.66
2029,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,24.173,110.84
2030,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,24.657,113.05
2031,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,25.15,115.31
2032,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,25.653,117.62
2033,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,26.166,119.97
2034,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,26.689,122.37
2035,Global,Blender / mixer–grinder – Mixer–grinder/food-processor combo,,27.223,124.82
2015,Global,Rice cooker – Basic on/off,30.0,,41.25
2016,Global,Rice cooker – Basic on/off,30.54,,42.08
2017,Global,Rice cooker – Basic on/off,31.09,,42.92
2018,Global,Rice cooker – Basic on/off,31.649,,43.77
2019,Global,Rice cooker – Basic on/off,32.219,,44.65
2020,Global,Rice cooker – Basic on/off,32.799,,45.54
2021,Global,Rice cooker – Basic on/off,33.389,,46.45
2022,Global,Rice cooker – Basic on/off,33.99,,47.38
2023,Global,Rice cooker – Basic on/off,34.602,,48.33
2024,Global,Rice cooker – Basic on/off,35.225,,49.3
2025,Global,Rice cooker – Basic on/off,,35.789,50.28
2026,Global,Rice cooker – Basic on/off,,36.361,51.29
2027,Global,Rice cooker – Basic on/off,,36.943,52.31
2028,Global,Rice cooker – Basic on/off,,37.534,53.36
2029,Global,Rice cooker – Basic on/off,,38.135,54.43
2030,Global,Rice cooker – Basic on/off,,38.745,55.52
2031,Global,Rice cooker – Basic on/off,,39.365,56.63
2032,Global,Rice cooker – Basic on/off,,39.995,57.76
2033,Global,Rice cooker – Basic on/off,,40.634,58.92
2034,Global,Rice cooker – Basic on/off,,41.285,60.09
2035,Global,Rice cooker – Basic on/off,,41.945,61.3
2015,Global,Rice cooker – Fuzzy-logic (microcomputer),21.0,,60.5
2016,Global,Rice cooker – Fuzzy-logic (microcomputer),21.42,,61.71
2017,Global,Rice cooker – Fuzzy-logic (microcomputer),21.848,,62.94
2018,Global,Rice cooker – Fuzzy-logic (microcomputer),22.285,,64.2
2019,Global,Rice cooker – Fuzzy-logic (microcomputer),22.731,,65.49
2020,Global,Rice cooker – Fuzzy-logic (microcomputer),23.186,,66.8
2021,Global,Rice cooker – Fuzzy-logic (microcomputer),23.649,,68.13
2022,Global,Rice cooker – Fuzzy-logic (microcomputer),24.122,,69.5
2023,Global,Rice cooker – Fuzzy-logic (microcomputer),24.605,,70.89
2024,Global,Rice cooker – Fuzzy-logic (microcomputer),25.097,,72.3
2025,Global,Rice cooker – Fuzzy-logic (microcomputer),,25.549,73.75
2026,Global,Rice cooker – Fuzzy-logic (microcomputer),,26.009,75.22
2027,Global,Rice cooker – Fuzzy-logic (microcomputer),,26.477,76.73
2028,Global,Rice cooker – Fuzzy-logic (microcomputer),,26.953,78.26
2029,Global,Rice cooker – Fuzzy-logic (microcomputer),,27.438,79.83
2030,Global,Rice cooker – Fuzzy-logic (microcomputer),,27.932,81.43
2031,Global,Rice cooker – Fuzzy-logic (microcomputer),,28.435,83.05
2032,Global,Rice cooker – Fuzzy-logic (microcomputer),,28.947,84.71
2033,Global,Rice cooker – Fuzzy-logic (microcomputer),,29.468,86.41
2034,Global,Rice cooker – Fuzzy-logic (microcomputer),,29.998,88.14
2035,Global,Rice cooker – Fuzzy-logic (microcomputer),,30.538,89.9
2015,Global,Rice cooker – Induction-heating (IH),9.0,,77.0
2016,Global,Rice cooker – Induction-heating (IH),9.189,,78.54
2017,Global,Rice cooker – Induction-heating (IH),9.382,,80.11
2018,Global,Rice cooker – Induction-heating (IH),9.579,,81.71
2019,Global,Rice cooker – Induction-heating (IH),9.78,,83.35
2020,Global,Rice cooker – Induction-heating (IH),9.986,,85.01
2021,Global,Rice cooker – Induction-heating (IH),10.195,,86.71
2022,Global,Rice cooker – Induction-heating (IH),10.409,,88.45
2023,Global,Rice cooker – Induction-heating (IH),10.628,,90.22
2024,Global,Rice cooker – Induction-heating (IH),10.851,,92.02
2025,Global,Rice cooker – Induction-heating (IH),,11.057,93.86
2026,Global,Rice cooker – Induction-heating (IH),,11.267,95.74
2027,Global,Rice cooker – Induction-heating (IH),,11.481,97.65
2028,Global,Rice cooker – Induction-heating (IH),,11.7,99.61
2029,Global,Rice cooker – Induction-heating (IH),,11.922,101.6
2030,Global,Rice cooker – Induction-heating (IH),,12.148,103.63
2031,Global,Rice cooker – Induction-heating (IH),,12.379,105.7
2032,Global,Rice cooker – Induction-heating (IH),,12.614,107.82
2033,Global,Rice cooker – Induction-heating (IH),,12.854,109.97
2034,Global,Rice cooker – Induction-heating (IH),,13.098,112.17
2035,Global,Rice cooker – Induction-heating (IH),,13.347,114.42
2015,Global,Coffee maker – Drip,30.0,,198.0
2016,Global,Coffee maker – Drip,30.75,,201.96
2017,Global,Coffee maker – Drip,31.519,,206.0
2018,Global,Coffee maker – Drip,32.307,,210.12
2019,Global,Coffee maker – Drip,33.114,,214.32
2020,Global,Coffee maker – Drip,33.942,,218.61
2021,Global,Coffee maker – Drip,34.791,,222.98
2022,Global,Coffee maker – Drip,35.661,,227.44
2023,Global,Coffee maker – Drip,36.552,,231.99
2024,Global,Coffee maker – Drip,37.466,,236.63
2025,Global,Coffee maker – Drip,,38.328,241.36
2026,Global,Coffee maker – Drip,,39.209,246.19
2027,Global,Coffee maker – Drip,,40.111,251.11
2028,Global,Coffee maker – Drip,,41.034,256.13
2029,Global,Coffee maker – Drip,,41.977,261.26
2030,Global,Coffee maker – Drip,,42.943,266.48
2031,Global,Coffee maker – Drip,,43.93,271.81
2032,Global,Coffee maker – Drip,,44.941,277.25
2033,Global,Coffee maker – Drip,,45.974,282.79
2034,Global,Coffee maker – Drip,,47.032,288.45
2035,Global,Coffee maker – Drip,,48.114,294.22
2015,Global,Coffee maker – Single-serve pod,18.0,,220.0
2016,Global,Coffee maker – Single-serve pod,18.486,,224.4
2017,Global,Coffee maker – Single-serve pod,18.985,,228.89
2018,Global,Coffee maker – Single-serve pod,19.498,,233.47
2019,Global,Coffee maker – Single-serve pod,20.024,,238.14
2020,Global,Coffee maker – Single-serve pod,20.565,,242.9
2021,Global,Coffee maker – Single-serve pod,21.12,,247.76
2022,Global,Coffee maker – Single-serve pod,21.69,,252.71
2023,Global,Coffee maker – Single-serve pod,22.276,,257.77
2024,Global,Coffee maker – Single-serve pod,22.877,,262.92
2025,Global,Coffee maker – Single-serve pod,,23.449,268.18
2026,Global,Coffee maker – Single-serve pod,,24.036,273.54
2027,Global,Coffee maker – Single-serve pod,,24.636,279.01
2028,Global,Coffee maker – Single-serve pod,,25.252,284.59
2029,Global,Coffee maker – Single-serve pod,,25.884,290.29
2030,Global,Coffee maker – Single-serve pod,,26.531,296.09
2031,Global,Coffee maker – Single-serve pod,,27.194,302.01
2032,Global,Coffee maker – Single-serve pod,,27.874,308.05
2033,Global,Coffee maker – Single-serve pod,,28.571,314.21
2034,Global,Coffee maker – Single-serve pod,,29.285,320.5
2035,Global,Coffee maker – Single-serve pod,,30.017,326.91
2015,Global,Coffee maker – Espresso (semi/auto),12.0,,352.0
2016,Global,Coffee maker – Espresso (semi/auto),12.336,,359.04
2017,Global,Coffee maker – Espresso (semi/auto),12.681,,366.22
2018,Global,Coffee maker – Espresso (semi/auto),13.036,,373.55
2019,Global,Coffee maker – Espresso (semi/auto),13.402,,381.02
2020,Global,Coffee maker – Espresso (semi/auto),13.777,,388.64
2021,Global,Coffee maker – Espresso (semi/auto),14.163,,396.41
2022,Global,Coffee maker – Espresso (semi/auto),14.559,,404.34
2023,Global,Coffee maker – Espresso (semi/auto),14.967,,412.42
2024,Global,Coffee maker – Espresso (semi/auto),15.386,,420.67
2025,Global,Coffee maker – Espresso (semi/auto),,15.786,429.09
2026,Global,Coffee maker – Espresso (semi/auto),,16.196,437.67
2027,Global,Coffee maker – Espresso (semi/auto),,16.617,446.42
2028,Global,Coffee maker – Espresso (semi/auto),,17.049,455.35
2029,Global,Coffee maker – Espresso (semi/auto),,17.493,464.46
2030,Global,Coffee maker – Espresso (semi/auto),,17.947,473.75
2031,Global,Coffee maker – Espresso (semi/auto),,18.414,483.22
2032,Global,Coffee maker – Espresso (semi/auto),,18.893,492.88
2033,Global,Coffee maker – Espresso (semi/auto),,19.384,502.74
2034,Global,Coffee maker – Espresso (semi/auto),,19.888,512.8
2035,Global,Coffee maker – Espresso (semi/auto),,20.405,523.05
2015,Global,"Dishwasher – Built-in full-size (24"")",14.0,,450.0
2016,Global,"Dishwasher – Built-in full-size (24"")",14.28,,459.0
2017,Global,"Dishwasher – Built-in full-size (24"")",14.566,,468.18
2018,Global,"Dishwasher – Built-in full-size (24"")",14.857,,477.54
2019,Global,"Dishwasher – Built-in full-size (24"")",15.154,,487.09
2020,Global,"Dishwasher – Built-in full-size (24"")",15.457,,496.84
2021,Global,"Dishwasher – Built-in full-size (24"")",15.766,,506.77
2022,Global,"Dishwasher – Built-in full-size (24"")",16.082,,516.91
2023,Global,"Dishwasher – Built-in full-size (24"")",16.403,,527.25
2024,Global,"Dishwasher – Built-in full-size (24"")",16.731,,537.79
2025,Global,"Dishwasher – Built-in full-size (24"")",,17.066,548.55
2026,Global,"Dishwasher – Built-in full-size (24"")",,17.407,559.52
2027,Global,"Dishwasher – Built-in full-size (24"")",,17.755,570.71
2028,Global,"Dishwasher – Built-in full-size (24"")",,18.11,582.12
2029,Global,"Dishwasher – Built-in full-size (24"")",,18.473,593.77
2030,Global,"Dishwasher – Built-in full-size (24"")",,18.842,605.64
2031,Global,"Dishwasher – Built-in full-size (24"")",,19.219,617.75
2032,Global,"Dishwasher – Built-in full-size (24"")",,19.603,630.11
2033,Global,"Dishwasher – Built-in full-size (24"")",,19.995,642.71
2034,Global,"Dishwasher – Built-in full-size (24"")",,20.395,655.57
2035,Global,"Dishwasher – Built-in full-size (24"")",,20.803,668.68
2015,Global,"Dishwasher – Slimline/compact (18"")",4.0,,405.0
2016,Global,"Dishwasher – Slimline/compact (18"")",4.084,,413.1
2017,Global,"Dishwasher – Slimline/compact (18"")",4.17,,421.36
2018,Global,"Dishwasher – Slimline/compact (18"")",4.257,,429.79
2019,Global,"Dishwasher – Slimline/compact (18"")",4.347,,438.39
2020,Global,"Dishwasher – Slimline/compact (18"")",4.438,,447.15
2021,Global,"Dishwasher – Slimline/compact (18"")",4.531,,456.1
2022,Global,"Dishwasher – Slimline/compact (18"")",4.626,,465.22
2023,Global,"Dishwasher – Slimline/compact (18"")",4.724,,474.52
2024,Global,"Dishwasher – Slimline/compact (18"")",4.823,,484.01
2025,Global,"Dishwasher – Slimline/compact (18"")",,4.924,493.69
2026,Global,"Dishwasher – Slimline/compact (18"")",,5.027,503.57
2027,Global,"Dishwasher – Slimline/compact (18"")",,5.133,513.64
2028,Global,"Dishwasher – Slimline/compact (18"")",,5.241,523.91
2029,Global,"Dishwasher – Slimline/compact (18"")",,5.351,534.39
2030,Global,"Dishwasher – Slimline/compact (18"")",,5.463,545.08
2031,Global,"Dishwasher – Slimline/compact (18"")",,5.578,555.98
2032,Global,"Dishwasher – Slimline/compact (18"")",,5.695,567.1
2033,Global,"Dishwasher – Slimline/compact (18"")",,5.815,578.44
2034,Global,"Dishwasher – Slimline/compact (18"")",,5.937,590.01
2035,Global,"Dishwasher – Slimline/compact (18"")",,6.061,601.81
2015,Global,Dishwasher – Countertop/portable,2.0,,315.0
2016,Global,Dishwasher – Countertop/portable,2.038,,321.3
2017,Global,Dishwasher – Countertop/portable,2.077,,327.73
2018,Global,Dishwasher – Countertop/portable,2.116,,334.28
2019,Global,Dishwasher – Countertop/portable,2.156,,340.97
2020,Global,Dishwasher – Countertop/portable,2.197,,347.79
2021,Global,Dishwasher – Countertop/portable,2.239,,354.74
2022,Global,Dishwasher – Countertop/portable,2.282,,361.84
2023,Global,Dishwasher – Countertop/portable,2.325,,369.07
2024,Global,Dishwasher – Countertop/portable,2.369,,376.45
2025,Global,Dishwasher – Countertop/portable,,2.414,383.98
2026,Global,Dishwasher – Countertop/portable,,2.46,391.66
2027,Global,Dishwasher – Countertop/portable,,2.507,399.5
2028,Global,Dishwasher – Countertop/portable,,2.554,407.49
2029,Global,Dishwasher – Countertop/portable,,2.603,415.64
2030,Global,Dishwasher – Countertop/portable,,2.652,423.95
2031,Global,Dishwasher – Countertop/portable,,2.703,432.43
2032,Global,Dishwasher – Countertop/portable,,2.754,441.08
